,Word,Count
1224,aminoacetic acid,1
1225,african american,1
1226,affordable housing,1
1227,aerosol box,1
1228,aerosol,1
1229,aerobic exercises,1
1230,aecopd,1
1231,airway closer,1
1232,airway closure,1
1233,airway management,1
1234,airway opening pressure,1
1235,airway pressure release ventilation,1
1236,alcohol,1
1237,alcohol use disorder,1
1238,ali/ards,1
1239,alkylating drug,1
1240,all cause mortality,1
1241,all on four,1
1242,allogeneic hybrid treg/th2cells,1
1243,allostim,1
1244,almitrine,1
1245,alpha 1 receptor antagonist,1
1246,alveolar macrophage,1
1247,alzheimer disease,1
1248,cardio vascular outcomes,1
1249,cardiomyopathy,1
1250,dietary intake,1
1251,"covid 19, ards, hydroxychloroquine, azithromycin,tdp",1
1252,"covid 19, non pharmacological interventions (npis), loneliness, worry, rumination, depression, anxiety",1
1253,"covid 19, mpv/plt, pneumonia",1
1254,"covid 19, early gerontologic healthcare",1
1255,"covid 19, dornase alpha",1
1256,"covid 19, deferoxamine",1
1257,"covid 19, ards, targeted temperature management",1
1258,"covid 19,",1
1259,"covid 19, social distancing, loneliness, worry, rumination, depression, anxiety",1
1260,covid 19 virus disease,1
1261,covid 19 treatment,1
1262,covid 19 symptoms,1
1263,covid 19 surveillance smart wearable device,1
1264,covid 19 serotherapy,1
1265,covid 19 rt pcr test,1
1266,"covid 19, sars cov 2, convalescent plasma",1
1267,"covid 19, sras cov 2",1
1268,cpdi,1
1269,"covid19, biomarkers",1
1270,cpap,1
1271,cp,1
1272,covid‐19 pneumonia,1
1273,covid_19,1
1274,"covid19, prediction scores, icu admission, death, tripod.",1
1275,"covid19, forecasting",1
1276,covid19 pneumonia,1
1277,covid 19; sars cov2 infection,1
1278,covid19 pediatric,1
1279,covid19 igg,1
1280,covid infection,1
1281,covid ards,1
1282,"covid 2019, ,t cells, ifn type1",1
1283,"covid 2019 ,infection, b38 cap , bacterial ace2 receptors  like enzyme , rhace226",1
1284,covid 19 related stress,1
1285,covid 19 related severe pneumonia,1
1286,covid 19 positive,1
1287,"coronavirus, susceptibility, transmission, hcw",1
1288,cough,1
1289,cost savings,1
1290,cost of care,1
1291,cost effectiveness,1
1292,corticosteroid,1
1293,coronovirus,1
1294,"coronavirus, sars cov 2, covid 19, cardiovascular",1
1295,covid 19 messaging study,1
1296,coronavirus pandemic,1
1297,coronavirus induced disease 2019,1
1298,coronavirus epidemic,1
1299,coronavirus electronic registry geriatrics best practices,1
1300,coronavirus disease 2019 incidence,1
1301,coronavirus disease 2019 (covid19),1
1302,counter attitudinal therapy,1
1303,couple relationship,1
1304,cov 2,1
1305,covd 19,1
1306,covid   19,1
1307,covid  19,1
1308,covid 19   sars cov2,1
1309,covid 19 cardiac,1
1310,covid 19 cardiopulmonary immunological impact,1
1311,covid 19 confinement,1
1312,covid 19 containment will change drugs practices,1
1313,covid 19 containment will changes access to care,1
1314,covid 19 ctl,1
1315,covid 19 diagnostic,1
1316,covid 19 infection or paucy symptomatic carriage,1
1317,covid 19 ivermectin aspirin dexametasone enoxaparin,1
1318,covid 19 knowledge and perceptions,1
1319,cpap therapy,1
1320,cranial nerves,1
1321,coronavirus 19,1
1322,detection tests,1
1323,"diabetes mellitus, type 2",1
1324,dhodh inhibition,1
1325,dfv890,1
1326,dexmedetomidine,1
1327,detroit,1
1328,deterioration,1
1329,dermatitis,1
1330,diagnosis improvement,1
1331,depressive symptoms,1
1332,depressive disorders,1
1333,depistage,1
1334,dentistry,1
1335,dentist,1
1336,dental students,1
1337,diabetic ketoacidosis (dka),1
1338,diagnosis test,1
1339,cri,1
1340,diaphragm ultrasound,1
1341,dietary habits,1
1342,dietary diversity,1
1343,diet quality,1
1344,diet intervention,1
1345,diet,1
1346,diarrhea,1
1347,dialyzable leukocyte extract,1
1348,diagnostic,1
1349,dialysis,1
1350,diagnostic value,1
1351,diagnostic test,1
1352,diagnostic strategy,1
1353,diagnostic management,1
1354,diagnostic (qrt pcr or serology) methods,1
1355,dental stem cell banking,1
1356,dental hygiene,1
1357,dementia,1
1358,ct angiography,1
1359,cytof assay,1
1360,cynk 001,1
1361,cyclin g1,1
1362,cybersexuality,1
1363,curriculum design,1
1364,ct scan,1
1365,crs,1
1366,delirium,1
1367,crrt,1
1368,cronovirus,1
1369,crohn's disease,1
1370,critical disease,1
1371,"critical care, public health",1
1372,crisis intervention,1
1373,cytokine,1
1374,cytokine adsorption,1
1375,cytokine release storm,1
1376,cytokine release syndrom,1
1377,cytokine release syndrome (crs),1
1378,cytokine storm sindrome,1
1379,cytokine storm syndrome,1
1380,d2000 cartridge,1
1381,daily function,1
1382,dapagliflozin,1
1383,darunavir,1
1384,dass 21,1
1385,data specimen repository,1
1386,days alive at home,1
1387,dcm,1
1388,deferoxamine,1
1389,defibrotide,1
1390,coronavirus disease 19(covid 19),1
1391,coronary artery disease,1
1392,cardiovascular death,1
1393,cholangitis,1
1394,chronic pathology,1
1395,chronic musculoskeletal pain,1
1396,chronic low back pain,1
1397,chronic inflammation,1
1398,chronic diseases,1
1399,chronic conditions,1
1400,chlorpromazine,1
1401,cirrhosis,1
1402,chloroquine diphosphate,1
1403,chlorhexidine gluconate,1
1404,chinese medicine,1
1405,chinese herbal medicine,1
1406,chinese,1
1407,chime,1
1408,ciclesonide,1
1409,citrate,1
1410,clungene,1
1411,clinical presentation,1
1412,clofazimine,1
1413,clinical trial matching,1
1414,clinical trial (stepped wedge),1
1415,clinical trajectories,1
1416,clinical symptoms,1
1417,clinical study,1
1418,clinical care pathway,1
1419,ck0802,1
1420,clinical care,1
1421,clinical,1
1422,clinic stay,1
1423,classification,1
1424,clarithromycin,1
1425,ckd 5,1
1426,childhood obesity,1
1427,childbirth,1
1428,child health,1
1429,ccr5,1
1430,cell transplantation,1
1431,celiac disease,1
1432,ceftriaxone,1
1433,ceftaroline,1
1434,cd risc 25,1
1435,ccr5 antagonist,1
1436,cbt i,1
1437,child care provider stress,1
1438,cause of death,1
1439,castem,1
1440,carriage,1
1441,caring contacts,1
1442,cardiovascular risk,1
1443,cardiovascular prevention,1
1444,cells,1
1445,cellular immunity,1
1446,cellular response,1
1447,center for disease control and prevention,1
1448,cepi,1
1449,cf101,1
1450,cgm,1
1451,chadox1 ncov19,1
1452,changes in pain intensity,1
1453,characteristics,1
1454,chat intervention,1
1455,chemokines,1
1456,chemotherapy,1
1457,chest radiography,1
1458,chest x ray,1
1459,chilblains,1
1460,child care provider informational support,1
1461,clots,1
1462,clustering,1
1463,corona virus disease 19 (covid 19),1
1464,conestat alfa,1
1465,consultation,1
1466,conjunctival swabs,1
1467,conjunctival swab,1
1468,congenital sars infection,1
1469,congenital heart disease,1
1470,confusion,1
1471,computerized cognitive training,1
1472,continuity of patient care,1
1473,computed tomography (ct),1
1474,complications during icu stay,1
1475,complication,1
1476,complicated acute appandicitis,1
1477,complementary therapies,1
1478,complement system,1
1479,containment measures,1
1480,continuous glucose monitoring,1
1481,cm4620,1
1482,conventional oxygen treatment (cot),1
1483,corona virus disease 19,1
1484,cord blood,1
1485,coranavirus,1
1486,coping,1
1487,copd,1
1488,convolutional neural network architectures,1
1489,"convalescent plasma,covid,sars cov  2",1
1490,continuous renal replacement therapy,1
1491,convalescent plasma transfusion,1
1492,convalescent plasma therapy,1
1493,convalescent plasma doses,1
1494,convalescent antibodies,1
1495,convalescent,1
1496,continuous venovenous hemodialysis,1
1497,complement inhibition,1
1498,complement,1
1499,compensatory reserve index,1
1500,cobicistat,1
1501,cognitive decline,1
1502,cognitive behavioural therapy,1
1503,cognitive behavioral training,1
1504,cognitive behavioral intervention,1
1505,codex (high dimensional microscopy) analysis,1
1506,coded record form,1
1507,coalition brazil v 2019,1
1508,comorbidity,1
1509,coagulation disorders,1
1510,coagulapathy,1
1511,co trimoxazole,1
1512,co morbidities,1
1513,co infection,1
1514,cnns,1
1515,cognitive outcome,1
1516,coinfection,1
1517,college students,1
1518,colon cancer screening,1
1519,colonization,1
1520,colonoscopy,1
1521,combination therapy,1
1522,combined simultaneous (cosi) endoscopy,1
1523,communication,1
1524,community acquired pneumonia,1
1525,community acquired pneumonia (cap),1
1526,community care patients,1
1527,community engagement,1
1528,community health,1
1529,community health workers,1
1530,community programs,1
1531,comorbidities,1
1532,hypoxemic acute respiratory failure,1
1533,ketamine,1
1534,hypoxia negative,1
1535,resource allocation,1
1536,respondent driven sampling,1
1537,respiratory viruses,1
1538,respiratory viral infection,1
1539,respiratory viral diseases,1
1540,respiratory rate,1
1541,respiratory protective devices,1
1542,respiratory physiotherapy,1
1543,respiratory muscles,1
1544,respiratory multiplex pcr,1
1545,respiratory mechanics,1
1546,respiratory infections,1
1547,respiratory exercises,1
1548,respiratory distress/failure,1
1549,respiratory decompensation,1
1550,respiratory complication,1
1551,response,1
1552,resting energy expenditure,1
1553,restrictive syndrom,1
1554,risankizumab,1
1555,rna virus infections,1
1556,rna vaccine,1
1557,rna extraction,1
1558,ritonavir,1
1559,risk prediction,1
1560,risk of overdose on de confinment,1
1561,ribonucleoside,1
1562,resveratrol,1
1563,rhinf α,1
1564,rheumatoid,1
1565,rhdnase1,1
1566,retrospective case review,1
1567,retraining,1
1568,retinoic acid,1
1569,respirators,1
1570,resistant starch,1
1571,robotics,1
1572,resiliency,1
1573,reinfection,1
1574,rehabilitative medicine,1
1575,regulatory t cells,1
1576,registry study,1
1577,regional anesthesia,1
1578,refugees,1
1579,red light,1
1580,red blood cells,1
1581,recovery of function,1
1582,reconsolidation,1
1583,recombinase aided amplification assay,1
1584,recombinant novel coronavirus vaccine,1
1585,recipient,1
1586,reason action approch,1
1587,reanimation,1
1588,relapse prevention,1
1589,relocation,1
1590,remodeling,1
1591,renessans,1
1592,resident wellness,1
1593,"research trends, covid 19, pandemic, interventional studies, observational studies",1
1594,reprogram,1
1595,reorganisation of care,1
1596,renin angiotensin system (ras),1
1597,renin angiotensin aldosterone system (raas),1
1598,renal replacement therapy,1
1599,remote medical surveillance,1
1600,renal oxygenation,1
1601,renal function decline,1
1602,renal damage,1
1603,renal circulation,1
1604,rems,1
1605,remote trial,1
1606,robot assisted percutaneous cardiovascular intervention,1
1607,rosuvastatin,1
1608,postoperative care,1
1609,saturation,1
1610,seizure/epilepsy,1
1611,sedentary behaviour,1
1612,sedentary behavior,1
1613,sedative use; sedative sparing,1
1614,sedative shortages,1
1615,security,1
1616,secukinumab,1
1617,score,1
1618,scleroderma,1
1619,schools,1
1620,schooling,1
1621,school closings,1
1622,school children,1
1623,school,1
1624,scarce resource allocation,1
1625,self assessment application,1
1626,self efficacy,1
1627,senegal,1
1628,serology sars cov 2,1
1629,severe acute respiratory syndrome (sars) cov 2 virus,1
1630,severe acute respiratory syndrome   coronavirus 2,1
1631,serum therapy,1
1632,serum,1
1633,seroprevalence study,1
1634,"serology,",1
1635,serological tests,1
1636,sense of smell disorders,1
1637,serological assay,1
1638,serodiagnosis,1
1639,serine protease inhibitor,1
1640,serelogic response,1
1641,sequelae,1
1642,septorhioplasty,1
1643,saudi arabia,1
1644,"sars virus, sars cov 2, covid 19, health personnel",1
1645,rotational thromboelastometry,1
1646,sars v2,1
1647,"sars cov 1, covid, coronavirus, convalescent plasma, plasma",1
1648,sars co v 2,1
1649,sargramostim,1
1650,sarcoidosis,1
1651,sar cov2,1
1652,salivary sampling,1
1653,saliva collection,1
1654,saliva based serology,1
1655,safety net programs,1
1656,saccharin transit time (stt),1
1657,s1p1 ligand,1
1658,rural community,1
1659,running subcuticular sutures,1
1660,rt pcr covid 19,1
1661,rotem,1
1662,sars cov 2 antibodies,1
1663,sars cov 2 coronavirus,1
1664,sars cov 2 exposed subjects,1
1665,"sars cov 2, surgery",1
1666,sars cov2; cannabidiol,1
1667,sars cov2 rhino pharyngeal carriage,1
1668,sars cov2 neuroinvasiveness,1
1669,sars cov2 infection,1
1670,sars cov clearance,1
1671,sars cov 2;covid 19;voluntary respondents;web based survey,1
1672,"sars cov 2, intensive care",1
1673,sars cov 2 re infection,1
1674,"sars cov 2, genetics",1
1675,"sars cov 2,",1
1676,sars cov 2 virus,1
1677,sars cov 2 viral load,1
1678,sars cov 2 serologies,1
1679,sars cov 2 rt pcr,1
1680,real world data,1
1681,reactogenicity,1
1682,rdrp inhibitors,1
1683,predictive medicine,1
1684,prison,1
1685,primary prevention,1
1686,primary pci,1
1687,preventive medicine,1
1688,preventive measures,1
1689,prevent covid 19 infection,1
1690,pressure volume curve,1
1691,presence of covid 19 symptoms,1
1692,prenatal care,1
1693,preload dependency,1
1694,prehabilitation,1
1695,pregnancy; sars cov 2; covid 19,1
1696,pregnancy loss,1
1697,prednisone,1
1698,predictor,1
1699,pro resolving,1
1700,procalcitonin,1
1701,proctology,1
1702,proning,1
1703,prostacyclins,1
1704,propranolol,1
1705,propolis,1
1706,prophylaxie,1
1707,prophylactic,1
1708,proper diet,1
1709,prone position ventilation,1
1710,procurement,1
1711,progression,1
1712,prognostics,1
1713,prognostic score,1
1714,prognostic factor,1
1715,prognostic epigenetics,1
1716,prognostic,1
1717,predictive modeling,1
1718,predictive factors,1
1719,ravulizumab,1
1720,prediction score,1
1721,povidone iodine decolonization,1
1722,povidone   iodine,1
1723,povidone,1
1724,povidine iodine (pvp i),1
1725,poverty,1
1726,posttraumatic stress disorder,1
1727,postprandial metabolism,1
1728,postponed elective surgery,1
1729,postponed care,1
1730,postpartum period,1
1731,postpartum health,1
1732,postpartum,1
1733,postoperative outcome,1
1734,postoperative consultation,1
1735,postoperative complications,1
1736,powered air purifying respirator,1
1737,ppe adherence,1
1738,ppi,1
1739,pre operative nutritional counseling,1
1740,prediction,1
1741,predictability,1
1742,precision oncology,1
1743,precarious,1
1744,pre surgical screening,1
1745,pre operative psychological assessment,1
1746,pre exposure,1
1747,practice modification,1
1748,pre emptive therapy,1
1749,prazosin,1
1750,praise,1
1751,pragmatic trial,1
1752,pragmatic clinical tria,1
1753,pragmatic,1
1754,"protease inhibitor, antiretroviral drug, covid 19",1
1755,proteases,1
1756,protection,1
1757,protection equipment,1
1758,quarantine depression,1
1759,quantra,1
1760,quantitative ct lung function imaging,1
1761,quanrantine,1
1762,qualitative study,1
1763,quadriceps muscle,1
1764,"qt interval, ventricular repolarization",1
1765,qsofa,1
1766,qatar,1
1767,pyronaridine,1
1768,pyramax,1
1769,pvp i,1
1770,pulse,1
1771,pulmozyme,1
1772,pulmonary vasodilators,1
1773,quarenteen,1
1774,quarentine,1
1775,quellor,1
1776,randomized controlled study,1
1777,ras system,1
1778,ras blockers,1
1779,ras,1
1780,rapid tests,1
1781,rapid detection,1
1782,rapa 501 allo,1
1783,randomized controlled,1
1784,quit to win,1
1785,randomized,1
1786,ralescore,1
1787,radiologic changes,1
1788,radiographic assessment of lung edema,1
1789,radiation therapy,1
1790,rabeprazole,1
1791,pulmonary ultrasound,1
1792,pulmonary thrombosis,1
1793,pulmonary telerehabilitation,1
1794,psychiatry,1
1795,psychological support,1
1796,psychological rehabilitation,1
1797,psychological counseling,1
1798,psychological,1
1799,psychologic changes,1
1800,psycho social impact,1
1801,psychiatric traumatic stress disorder,1
1802,psychosocial,1
1803,psychiatric population,1
1804,psychiatric disturbances,1
1805,psoriatic arthritis,1
1806,protective immunity,1
1807,protective effect,1
1808,protection from respiratory infecton,1
1809,psychology,1
1810,psychosocial impairment,1
1811,pulmonary physiotherapy,1
1812,pulmonary compromise,1
1813,pulmonary injury,1
1814,pulmonary infection,1
1815,pulmonary gas exchange : respiratory tract diseases,1
1816,pulmonary exercise,1
1817,pulmonary disease,1
1818,pulmonary damage,1
1819,pulmonary blood mass,1
1820,psychosocial stress,1
1821,pulmonary arteries,1
1822,pulmonary,1
1823,public space,1
1824,public health surveillance,1
1825,public health response,1
1826,pt pcr screening test,1
1827,severe acute respiratory syndrome coronavirus,1
1828,severe acute respiratory syndrome coronavirus 2 infection,1
1829,severe acute respiratory syndrome of upper respiratory tract,1
1830,tyrosine kinase inhibitor,1
1831,urinary incontinence,1
1832,urban settings,1
1833,urban,1
1834,upper extremity,1
1835,unvonluntary commitment,1
1836,university students,1
1837,universal screening,1
1838,unexpected cardiac arrest,1
1839,undergraduate,1
1840,uncommunicative,1
1841,ultrasound,1
1842,ultraprotective ventilation,1
1843,ultrafiltration rate,1
1844,ultomiris,1
1845,ulcerative colitis,1
1846,urological surgery,1
1847,usability,1
1848,vaccination,1
1849,vasculature,1
1850,venous thromboembolic disease,1
1851,vedolizumab,1
1852,vdd,1
1853,vazegepant,1
1854,vasopressor,1
1855,vasoactive intestinal polypeptide,1
1856,vascular surgical procedures,1
1857,vaccinology,1
1858,vascepa,1
1859,value based care,1
1860,valsartan,1
1861,vagus nerve stimulation,1
1862,vagus nerve stimolation,1
1863,vagus nerve,1
1864,uc mscs treatment,1
1865,type1diabetes,1
1866,"thromboembolism, venous",1
1867,type 1 diabetes,1
1868,trained innate immunity,1
1869,train of four (tof),1
1870,tracheotomy,1
1871,tracheostomy,1
1872,tracheal intubation,1
1873,tracetogether,1
1874,topical therapy,1
1875,tomeka®,1
1876,tnf gene polymorphism,1
1877,tnf alpha,1
1878,tmpss2,1
1879,tmprss2,1
1880,tki,1
1881,titer,1
1882,thrombomodulin,1
1883,transcutaneous oximetry,1
1884,transfusion medicine,1
1885,translation and interpreting studies,1
1886,triggered acute cardiovascular events,1
1887,turkish physicians,1
1888,tuberculin test positive,1
1889,troponin,1
1890,trimethoprim/sulfamethoxazole,1
1891,triiodothyronine,1
1892,triggered myocardial infarction,1
1893,treatment sars cov 2 infection,1
1894,transplant,1
1895,treatment covid 19,1
1896,traumatic stress,1
1897,traumatic brain injury,1
1898,trauma,1
1899,transplant recipients,1
1900,transplant recipient,1
1901,ventilation induced lung injury,1
1902,ventilator,1
1903,vertical mother fetal transmission,1
1904,vessel,1
1905,wgs,1
1906,wellness,1
1907,wellbeing; covid19,1
1908,well being,1
1909,weight loss,1
1910,wechat,1
1911,web based prospective cohort study,1
1912,wearable sensor,1
1913,wearable physiological monitor,1
1914,wearable medical devices,1
1915,wearable,1
1916,washed microbiota transplantation,1
1917,warming,1
1918,waitlist,1
1919,waiting list,1
1920,whatsapp,1
1921,who adapted 6 points ordinal scale,1
1922,whole exome sequencing,1
1923,x ray,1
1924,zambia,1
1925,zadaxin,1
1926,youth smokers,1
1927,yoga stress anxiety depression wellbeing covid,1
1928,yellow fever,1
1929,xpro1595,1
1930,wuhan,1
1931,whole genome analysis,1
1932,worry,1
1933,world medicine,1
1934,workers,1
1935,work stress,1
1936,women,1
1937,whoqol bref,1
1938,voraxaze (glucarpidase),1
1939,volunteers,1
1940,voluntary agents,1
1941,viral conjunctivitis,1
1942,virology,1
1943,viral shredding,1
1944,viral pneumology,1
1945,viral genome,1
1946,viral envelope proteins,1
1947,viral cultures,1
1948,vip,1
1949,virtual clinics,1
1950,vienna,1
1951,vie scope,1
1952,videoconferencing,1
1953,videoconference,1
1954,video laryngoscope,1
1955,vibroacustic therapy,1
1956,virtual care management,1
1957,virtual peer support platforms,1
1958,volatile anesthetics,1
1959,viscoelastic assay,1
1960,vitamin d status,1
1961,vitamin d polymorphisms,1
1962,vitamin d deficiency,1
1963,vital signs,1
1964,visitation,1
1965,viscoelastic testing,1
1966,visceral surgery,1
1967,virtual treatment,1
1968,viruses,1
1969,virus specific t cell,1
1970,virucidal,1
1971,virtues,1
1972,virtual visits,1
1973,virtual tumor board,1
1974,thrombolysis,1
1975,thromboembolism risk,1
1976,severe coronavirus 2,1
1977,smell disorders,1
1978,solid tumor,1
1979,sodium nitrite,1
1980,social recovery,1
1981,social interactions,1
1982,social inequality,1
1983,social emotional learning games,1
1984,"social distancing, quarantine, isolation",1
1985,social distance,1
1986,social cognition,1
1987,soc,1
1988,snsd,1
1989,snap and sniff olfactory test,1
1990,smoking cessation,1
1991,smoking behaviors,1
1992,smoke exposure,1
1993,somatic symptom disorder,1
1994,south africa,1
1995,spatter,1
1996,sras cov 2,1
1997,stem cell research,1
1998,stem cell educator therapy,1
1999,stem cell,1
2000,static magnetic fields,1
2001,standard of care,1
2002,ssc,1
2003,squamous cell carcinoma of the neck of unknown primary,1
2004,spectra optia apheresis system,1
2005,spread dynamics,1
2006,spontaneous ventilation,1
2007,spo2,1
2008,spironolactone,1
2009,spinal cord injuries,1
2010,sperm,1
2011,smell therapy,1
2012,smartphone,1
2013,thrombin generation test,1
2014,slums,1
2015,short physical performance battery,1
2016,shock,1
2017,shine,1
2018,shared decision making,1
2019,sglt2i,1
2020,sexuality,1
2021,sex offender,1
2022,severity of disease,1
2023,severity factors,1
2024,severe respiratory distress,1
2025,severe illness,1
2026,severe ill,1
2027,severe hospitalized influenza,1
2028,severe forms,1
2029,severe covid 19,1
2030,shortness of breath,1
2031,sick leave,1
2032,sickle cell pandemic wellness,1
2033,skin,1
2034,sleep wake disorders,1
2035,sleep disturbances,1
2036,sleep disturbance scale for children,1
2037,sleep disturbance,1
2038,sleep apnea,1
2039,sledd,1
2040,sjogren's syndrome,1
2041,side effects,1
2042,six minute walk test,1
2043,sitagliptin,1
2044,sinus rinse,1
2045,single cell sequencing,1
2046,simvastatin,1
2047,silymarin,1
2048,stem cells treatment,1
2049,"stem cells, covid 19, sars cov2, wj mscs, immunomodulation,",1
2050,stemi,1
2051,stilbene,1
2052,telephone,1
2053,tele wellness service,1
2054,tele medicine,1
2055,tele intervention,1
2056,technologies,1
2057,tears,1
2058,tear fluid,1
2059,teaching methods,1
2060,tbular necrosis,1
2061,targeted therapy,1
2062,tap water,1
2063,t3,1
2064,t1d,1
2065,t regulatory cells,1
2066,t cells,1
2067,telepsychiatry,1
2068,teletherapy,1
2069,temperature,1
2070,therapeutic use,1
2071,thorax ct,1
2072,theta burst stimulation,1
2073,thermophysiology,1
2074,thermography,1
2075,therapeutics,1
2076,therapeutic vaccine,1
2077,therapeutic study,1
2078,terumo bct,1
2079,therapeutic plasma exchange,1
2080,therapeutic management,1
2081,theory of planned behavior,1
2082,tga,1
2083,text messaging,1
2084,tetrandrine,1
2085,t cell response,1
2086,t cell receptor,1
2087,t and b cell immune response,1
2088,student nurses,1
2089,supar,1
2090,suicide prevention,1
2091,substance use disorder,1
2092,substance p,1
2093,subsolid pulmonary nodules,1
2094,subsidized housing,1
2095,stroke patient/survivors,1
2096,supplementation,1
2097,"stroke , acute",1
2098,stresses,1
2099,"stress, psychological",1
2100,stress mindfulness,1
2101,stress level,1
2102,strength,1
2103,supplemental oxygen,1
2104,supportive self care,1
2105,systems biology,1
2106,symptom tracker,1
2107,systemic sclerosis,1
2108,systemic impairment,1
2109,systemic hyperinflammation,1
2110,systemic cytokine release syndrome,1
2111,synthetic antimalarial drugs (amd),1
2112,syndrome investigation,1
2113,symptom,1
2114,surgical education,1
2115,switzerland,1
2116,"suspected or proved covid 19 virus infection, current or past",1
2117,surrogate,1
2118,surgical residency,1
2119,surgical outcome,1
2120,surgical oncology,1
2121,postoperative complication,1
2122,postmenopausal,1
2123,hypoxic pulmonary vasoconstriction,1
2124,long term prognosis,1
2125,lung cancer screening,1
2126,lrti,1
2127,lrrk2,1
2128,lower respiratory tract infection,1
2129,low level light therapy,1
2130,low frequency right side stimulation,1
2131,low flow nasal cannula,1
2132,low dose radiation therapy,1
2133,low dose of il 2,1
2134,low dose lung radiotherapy,1
2135,low dose ct screening,1
2136,low dose ct scan,1
2137,low dose ct,1
2138,loss of chance,1
2139,lopinavir/ ritonavir,1
2140,lung mri,1
2141,lung recruitability,1
2142,lung recruitment,1
2143,mar,1
2144,maternal health,1
2145,maternal,1
2146,mask,1
2147,mas825,1
2148,marshallese,1
2149,marker therapeutics,1
2150,management strategies,1
2151,lupus erythematous disease,1
2152,male reproductive health,1
2153,maldi tof ms,1
2154,m health,1
2155,lymphopenia,1
2156,lymphocytopenia,1
2157,lv dc vaccine,1
2158,lopinavir,1
2159,long term outcomes,1
2160,maternal mortality,1
2161,long term follow up,1
2162,length of stay,1
2163,length of hospitalization,1
2164,left ventricular systolic function,1
2165,left ventricular diastolic function,1
2166,left hemicolectomy,1
2167,"left colon cancer,",1
2168,leflunomide,1
2169,learning in higher education,1
2170,learning autonomy,1
2171,lateral flow assay,1
2172,laser,1
2173,"laparoscopy, prevention",1
2174,laparoscopic left hemicolectomy,1
2175,lansoprazole,1
2176,landscape,1
2177,lentiviral vector,1
2178,"lentiviral vector, covid 19/aapc vaccine",1
2179,less frequency hemodialysis,1
2180,linac,1
2181,long term care home,1
2182,long term care,1
2183,long term / specialized care,1
2184,long term,1
2185,lombardy,1
2186,live biotherapeutic product,1
2187,light and sound stimulation,1
2188,leukine,1
2189,lifestyle habits,1
2190,lifestyle behaviours,1
2191,life change events,1
2192,lianhua qingwen,1
2193,levofloxacin,1
2194,levamisole,1
2195,maternal morbidity,1
2196,maternal respiratory impairment,1
2197,postexposure prophylaxis,1
2198,micro nutrient adequacy,1
2199,"mmr vaccine, respiratory failure,",1
2200,mmr vaccine,1
2201,mitochondrial phenotype,1
2202,mis c,1
2203,minfullness based cognitive therapy,1
2204,mind body therapies,1
2205,mind body intervention,1
2206,military,1
2207,mild to moderate form,1
2208,mild illness,1
2209,middle east respiratory syndrome (mers),1
2210,middle east respiratory syndrome,1
2211,middle aged,1
2212,microvesicles,1
2213,microparticles,1
2214,mobile application,1
2215,mobile internet survey,1
2216,mobile tools,1
2217,morbidity,1
2218,moxifloxacin,1
2219,moxibustion,1
2220,mouthwashes,1
2221,mouth wash,1
2222,mother's anxiety,1
2223,mortality rate,1
2224,moral injury,1
2225,modelisation,1
2226,mood,1
2227,momentasone nasal spray,1
2228,molecular testing,1
2229,moderate disease,1
2230,moderate covid 10,1
2231,moderate,1
2232,microglia,1
2233,michigan,1
2234,mavrilimumab,1
2235,mews,1
2236,medically tailored meals,1
2237,medical yoga pranayama,1
2238,medical workers,1
2239,medical transport by train,1
2240,medical student,1
2241,medical simulation,1
2242,medical sequelae,1
2243,medical rehabilitation,1
2244,medical ozone,1
2245,medical errors,1
2246,medical consultation,1
2247,medical assisted procreation,1
2248,mechanical trombectomy,1
2249,mechanical thrombectomy,1
2250,maxillofacial fractures,1
2251,medication,1
2252,menstrual cycle,1
2253,mental disorder,1
2254,metabolic factors,1
2255,methyprednisolone,1
2256,methylene blue,1
2257,metacognition,1
2258,metabolic syndrome,1
2259,metabolic phenotype,1
2260,metabolic health,1
2261,messaging,1
2262,mental disorders,1
2263,mesenchymal stromal stem cells,1
2264,mesenchymal cells from umbilical cord,1
2265,mers,1
2266,mental well being,1
2267,"mental health, covid 19, pandemic, indonesia",1
2268,mental health outcomes,1
2269,lambda interferon,1
2270,lambda,1
2271,lam 002a,1
2272,immune profile,1
2273,immunomodulation,1
2274,immunological mechanisms,1
2275,immunological function,1
2276,immunologic factors,1
2277,immunologic assessments,1
2278,immunoglubulins,1
2279,"immunoglobulins, intravenous",1
2280,immunoglobulin igm,1
2281,immunoglobulin igg,1
2282,immunoglobulin,1
2283,immunocompromised,1
2284,immuno modulatory,1
2285,immuno modulator,1
2286,"immunity, humoral",1
2287,immune responses,1
2288,immunomodulatory,1
2289,immunomodulatory mesenchymal stem cells,1
2290,immunopsychiatry,1
2291,in vitro diagnostics,1
2292,infections,1
2293,infection viral,1
2294,infection prevention and control,1
2295,infectiology,1
2296,individuals at risk of exposure to sars cov 2,1
2297,inactivated vaccine,1
2298,in hospital screening,1
2299,immunosuppressive,1
2300,in hospital death,1
2301,in hospital cardiac arrest,1
2302,imrcs,1
2303,impressions,1
2304,implementation,1
2305,immunothrombosis,1
2306,immune profiling,1
2307,immune modulation,1
2308,lactococcus lactis w136,1
2309,immature granulocyte percentage,1
2310,igg/igm antibodies,1
2311,igg test,1
2312,igg and igm against sars cov 2,1
2313,iga,1
2314,ifn type1,1
2315,ifn beta,1
2316,icuaw,1
2317,icu capacity,1
2318,icu admission,1
